title,releaseDate,productionCompany
Mudbound,2017-01-21,Joule Films
Call Me by Your Name,2017-01-22,Frenesy Film Company
Call Me by Your Name,2017-01-22,La Cinéfacture
Call Me by Your Name,2017-01-22,RT Features
Call Me by Your Name,2017-01-22,M.Y.R.A. Entertainment
Call Me by Your Name,2017-01-22,Water's End Productions
Marshall,2017-09-20,Starlight Media
Marshall,2017-09-20,Chestnut Ridge Productions
Marshall,2017-09-20,Hudlin Entertainment
The Greatest Showman,2017-12-08,TSG Entertainment
The Greatest Showman,2017-12-08,Laurence Mark Productions
The Greatest Showman,2017-12-08,Chernin Entertainment
Dunkirk,2017-07-13,Syncopy Inc.
Dunkirk,2017-07-13,RatPac-Dune Entertainment
Baby Driver,2017-03-11,TriStar Pictures
Baby Driver,2017-03-11,MRC
Baby Driver,2017-03-11,Big Talk Productions
Baby Driver,2017-03-11,Working Title Films
Blade Runner 2049,2017-10-03,Alcon Entertainment
Blade Runner 2049,2017-10-03,Columbia Pictures
Blade Runner 2049,2017-10-03,Scott Free Productions
Blade Runner 2049,2017-10-03,Bud Yorkin Productions
Blade Runner 2049,2017-10-03,Torridon Films
Blade Runner 2049,2017-10-03,16:14 Entertainment
The Shape of Water,2017-08-31,Fox Searchlight Pictures
The Shape of Water,2017-08-31,TSG Entertainment
The Shape of Water,2017-08-31,Double Dare You Productions
Star Wars: The Last Jedi,2017-12-09,Lucasfilm Ltd.
Dunkirk,2017-07-13,Syncopy Inc.
Dunkirk,2017-07-13,RatPac-Dune Entertainment
Baby Driver,2017-03-11,TriStar Pictures
Baby Driver,2017-03-11,MRC
Baby Driver,2017-03-11,Big Talk Productions
Baby Driver,2017-03-11,Working Title Films
Blade Runner 2049,2017-10-03,Alcon Entertainment
Blade Runner 2049,2017-10-03,Columbia Pictures
Blade Runner 2049,2017-10-03,Scott Free Productions
Blade Runner 2049,2017-10-03,Bud Yorkin Productions
Blade Runner 2049,2017-10-03,Torridon Films
Blade Runner 2049,2017-10-03,16:14 Entertainment
The Shape of Water,2017-08-31,Fox Searchlight Pictures
The Shape of Water,2017-08-31,TSG Entertainment
The Shape of Water,2017-08-31,Double Dare You Productions
Star Wars: The Last Jedi,2017-12-09,Lucasfilm Ltd.
The Shape of Water,2017-08-31,Fox Searchlight Pictures
The Shape of Water,2017-08-31,TSG Entertainment
The Shape of Water,2017-08-31,Double Dare You Productions
Beauty and the Beast,2017-02-23,Walt Disney Pictures
Beauty and the Beast,2017-02-23,Mandeville Films
Blade Runner 2049,2017-10-03,Alcon Entertainment
Blade Runner 2049,2017-10-03,Columbia Pictures
Blade Runner 2049,2017-10-03,Scott Free Productions
Blade Runner 2049,2017-10-03,Bud Yorkin Productions
Blade Runner 2049,2017-10-03,Torridon Films
Blade Runner 2049,2017-10-03,16:14 Entertainment
Darkest Hour,2017-09-01,Perfect World Pictures
Darkest Hour,2017-09-01,Working Title Films
Dunkirk,2017-07-13,Syncopy Inc.
Dunkirk,2017-07-13,RatPac-Dune Entertainment
Blade Runner 2049,2017-10-03,Alcon Entertainment
Blade Runner 2049,2017-10-03,Columbia Pictures
Blade Runner 2049,2017-10-03,Scott Free Productions
Blade Runner 2049,2017-10-03,Bud Yorkin Productions
Blade Runner 2049,2017-10-03,Torridon Films
Blade Runner 2049,2017-10-03,16:14 Entertainment
Darkest Hour,2017-09-01,Perfect World Pictures
Darkest Hour,2017-09-01,Working Title Films
Dunkirk,2017-07-13,Syncopy Inc.
Dunkirk,2017-07-13,RatPac-Dune Entertainment
Mudbound,2017-01-21,Elevated Films
Mudbound,2017-01-21,Joule Films
The Shape of Water,2017-08-31,Fox Searchlight Pictures
The Shape of Water,2017-08-31,TSG Entertainment
The Shape of Water,2017-08-31,Double Dare You Productions
Darkest Hour,2017-09-01,Perfect World Pictures
Darkest Hour,2017-09-01,Working Title Films
Victoria & Abdul,2017-09-03,Focus Features
Victoria & Abdul,2017-09-03,BBC Films
Victoria & Abdul,2017-09-03,Perfect World Pictures
Victoria & Abdul,2017-09-03,Working Title Films
Victoria & Abdul,2017-09-03,Cross Street Films
Wonder,2017-11-14,Lionsgate
Wonder,2017-11-14,Mandeville Films
Wonder,2017-11-14,Participant Media
Wonder,2017-11-14,Walden Media
Wonder,2017-11-14,TIK Films
Phantom Thread,2017-12-11,Focus Features
Phantom Thread,2017-12-11,Annapurna Pictures
Phantom Thread,2017-12-11,Ghoulardi Film Company
Phantom Thread,2017-12-11,Perfect World Pictures
Beauty and the Beast,2017-02-23,Walt Disney Pictures
Beauty and the Beast,2017-02-23,Mandeville Films
Darkest Hour,2017-09-01,Perfect World Pictures
Darkest Hour,2017-09-01,Working Title Films
The Shape of Water,2017-08-31,Fox Searchlight Pictures
The Shape of Water,2017-08-31,TSG Entertainment
The Shape of Water,2017-08-31,Double Dare You Productions
Victoria & Abdul,2017-09-03,Focus Features
Victoria & Abdul,2017-09-03,BBC Films
Victoria & Abdul,2017-09-03,Perfect World Pictures
Victoria & Abdul,2017-09-03,Working Title Films
Victoria & Abdul,2017-09-03,Cross Street Films
Dunkirk,2017-07-13,Syncopy Inc.
Dunkirk,2017-07-13,RatPac-Dune Entertainment
Baby Driver,2017-03-11,TriStar Pictures
Baby Driver,2017-03-11,MRC
Baby Driver,2017-03-11,Big Talk Productions
Baby Driver,2017-03-11,Working Title Films
"I, Tonya",2017-09-08,LuckyChap Entertainment
"I, Tonya",2017-09-08,beIN Media Group
"I, Tonya",2017-09-08,Clubhouse Pictures
"I, Tonya",2017-09-08,AI Film
The Shape of Water,2017-08-31,Fox Searchlight Pictures
The Shape of Water,2017-08-31,TSG Entertainment
The Shape of Water,2017-08-31,Double Dare You Productions
"Three Billboards Outside Ebbing, Missouri",2017-09-04,Film4 Productions
"Three Billboards Outside Ebbing, Missouri",2017-09-04,Blueprint Pictures
Blade Runner 2049,2017-10-03,Alcon Entertainment
Blade Runner 2049,2017-10-03,Columbia Pictures
Blade Runner 2049,2017-10-03,Scott Free Productions
Blade Runner 2049,2017-10-03,Bud Yorkin Productions
Blade Runner 2049,2017-10-03,Torridon Films
Blade Runner 2049,2017-10-03,16:14 Entertainment
Guardians of the Galaxy Vol. 2,2017-04-10,Marvel Studios
Kong: Skull Island,2017-02-28,Legendary Pictures Tencent Pictures
Star Wars: The Last Jedi,2017-12-09,Lucasfilm Ltd.
War for the Planet of the Apes,2017-07-10,20th Century Fox
War for the Planet of the Apes,2017-07-10,TSG Entertainment
War for the Planet of the Apes,2017-07-10,Chernin Entertainment
Green Book,2018-09-11,Participant Media
Green Book,2018-09-11,DreamWorks Pictures
Green Book,2018-09-11,Innisfree Pictures
Green Book,2018-09-11,Cinetic Media
Green Book,2018-09-11,Alibaba Pictures
Black Panther,2018-01-29,Marvel Studios
BlacKkKlansman,2018-05-14,Blumhouse Productions
BlacKkKlansman,2018-05-14,Monkeypaw Productions
BlacKkKlansman,2018-05-14,QC Entertainment
BlacKkKlansman,2018-05-14,40 Acres and a Mule Filmworks
BlacKkKlansman,2018-05-14,Legendary Entertainment
BlacKkKlansman,2018-05-14,Perfect World Pictures
Bohemian Rhapsody,2018-10-23,20th Century Fox
Bohemian Rhapsody,2018-10-23,Regency Enterprises
Bohemian Rhapsody,2018-10-23,GK Films
Bohemian Rhapsody,2018-10-23,Queen Films
The Favourite,2018-08-30,Scarlet Films
The Favourite,2018-08-30,Element Pictures
The Favourite,2018-08-30,Arcana
The Favourite,2018-08-30,Film4
The Favourite,2018-08-30,Waypoint Entertainment
Roma,2018-08-30,Espectáculos Fílmicos El Coyúl
Roma,2018-08-30,Pimienta Films
Roma,2018-08-30,Participant Media
Roma,2018-08-30,Esperanto-Filmoj
A Star Is Born,2018-08-31,Metro-Goldwyn-Mayer Pictures
A Star Is Born,2018-08-31,Live Nation Productions
A Star Is Born,2018-08-31,Gerber Pictures
A Star Is Born,2018-08-31,Peters Entertainment
A Star Is Born,2018-08-31,Joint Effort
Vice,2018-12-11,Annapurna Pictures
Vice,2018-12-11,Plan B Entertainment
Vice,2018-12-11,Gary Sanchez Productions
Roma,2018-08-30,Espectáculos Fílmicos El Coyúl
Roma,2018-08-30,Pimienta Films
Roma,2018-08-30,Participant Media
Roma,2018-08-30,Esperanto-Filmoj
BlacKkKlansman,2018-05-14,Blumhouse Productions
BlacKkKlansman,2018-05-14,Monkeypaw Productions
BlacKkKlansman,2018-05-14,QC Entertainment
BlacKkKlansman,2018-05-14,40 Acres and a Mule Filmworks
BlacKkKlansman,2018-05-14,Legendary Entertainment
BlacKkKlansman,2018-05-14,Perfect World Pictures
Cold War,2018-05-10,Opus Film
Cold War,2018-05-10,Polish Film Institute
Cold War,2018-05-10,mk2 Films
Cold War,2018-05-10,Film4
Cold War,2018-05-10,BFI
Cold War,2018-05-10,Protagonist Pictures
Cold War,2018-05-10,Apocalypso Pictures
Cold War,2018-05-10,MK Productions
The Favourite,2018-08-30,Scarlet Films
The Favourite,2018-08-30,Element Pictures
The Favourite,2018-08-30,Arcana
The Favourite,2018-08-30,Film4
The Favourite,2018-08-30,Waypoint Entertainment
Vice,2018-12-11,Annapurna Pictures
Vice,2018-12-11,Plan B Entertainment
Vice,2018-12-11,Gary Sanchez Productions
Bohemian Rhapsody,2018-10-23,20th Century Fox
Bohemian Rhapsody,2018-10-23,Regency Enterprises
Bohemian Rhapsody,2018-10-23,GK Films
Bohemian Rhapsody,2018-10-23,Queen Films
Vice,2018-12-11,Annapurna Pictures
Vice,2018-12-11,Plan B Entertainment
Vice,2018-12-11,Gary Sanchez Productions
A Star Is Born,2018-08-31,Metro-Goldwyn-Mayer Pictures
A Star Is Born,2018-08-31,Live Nation Productions
A Star Is Born,2018-08-31,Gerber Pictures
A Star Is Born,2018-08-31,Peters Entertainment
A Star Is Born,2018-08-31,Joint Effort
At Eternity's Gate,2018-09-03,Riverstone Pictures
At Eternity's Gate,2018-09-03,SPK Pictures
At Eternity's Gate,2018-09-03,Rocket Science
At Eternity's Gate,2018-09-03,Rahway Road
At Eternity's Gate,2018-09-03,Iconoclast
Green Book,2018-09-11,Participant Media
Green Book,2018-09-11,DreamWorks Pictures
Green Book,2018-09-11,Innisfree Pictures
Green Book,2018-09-11,Cinetic Media
Green Book,2018-09-11,Alibaba Pictures
The Favourite,2018-08-30,Scarlet Films
The Favourite,2018-08-30,Element Pictures
The Favourite,2018-08-30,Arcana
The Favourite,2018-08-30,Film4
The Favourite,2018-08-30,Waypoint Entertainment
Roma,2018-08-30,Espectáculos Fílmicos El Coyúl
Roma,2018-08-30,Pimienta Films
Roma,2018-08-30,Participant Media
Roma,2018-08-30,Esperanto-Filmoj
The Wife,2017-09-12,Silver Reel
The Wife,2017-09-12,Meta Film London
The Wife,2017-09-12,Anonymous Content
The Wife,2017-09-12,Tempo Productions
The Wife,2017-09-12,Embankment Films
The Wife,2017-09-12,Creative Scotland
The Wife,2017-09-12,Spark Film and Television
The Wife,2017-09-12,Film i Väst
A Star Is Born,2018-08-31,Metro-Goldwyn-Mayer Pictures
A Star Is Born,2018-08-31,Live Nation Productions
A Star Is Born,2018-08-31,Gerber Pictures
A Star Is Born,2018-08-31,Peters Entertainment
A Star Is Born,2018-08-31,Joint Effort
Can You Ever Forgive Me?,2018-09-01,TSG Entertainment
Can You Ever Forgive Me?,2018-09-01,Archer Gray Productions
Green Book,2018-09-11,Participant Media
Green Book,2018-09-11,DreamWorks Pictures
Green Book,2018-09-11,Innisfree Pictures
Green Book,2018-09-11,Cinetic Media
Green Book,2018-09-11,Alibaba Pictures
BlacKkKlansman,2018-05-14,Blumhouse Productions
BlacKkKlansman,2018-05-14,Monkeypaw Productions
BlacKkKlansman,2018-05-14,QC Entertainment
BlacKkKlansman,2018-05-14,40 Acres and a Mule Filmworks
BlacKkKlansman,2018-05-14,Legendary Entertainment
BlacKkKlansman,2018-05-14,Perfect World Pictures
A Star Is Born,2018-08-31,Metro-Goldwyn-Mayer Pictures
A Star Is Born,2018-08-31,Live Nation Productions
A Star Is Born,2018-08-31,Gerber Pictures
A Star Is Born,2018-08-31,Peters Entertainment
A Star Is Born,2018-08-31,Joint Effort
Can You Ever Forgive Me?,2018-09-01,TSG Entertainment
Can You Ever Forgive Me?,2018-09-01,Archer Gray Productions
Vice,2018-12-11,Annapurna Pictures
Vice,2018-12-11,Plan B Entertainment
Vice,2018-12-11,Gary Sanchez Productions
If Beale Street Could Talk,2018-09-09,Annapurna Pictures
If Beale Street Could Talk,2018-09-09,Plan B Entertainment
If Beale Street Could Talk,2018-09-09,Pastel Productions
Vice,2018-12-11,Annapurna Pictures
Vice,2018-12-11,Plan B Entertainment
Vice,2018-12-11,Gary Sanchez Productions
Roma,2018-08-30,Espectáculos Fílmicos El Coyúl
Roma,2018-08-30,Pimienta Films
Roma,2018-08-30,Participant Media
Roma,2018-08-30,Esperanto-Filmoj
The Favourite,2018-08-30,Scarlet Films
The Favourite,2018-08-30,Element Pictures
The Favourite,2018-08-30,Arcana
The Favourite,2018-08-30,Film4
The Favourite,2018-08-30,Waypoint Entertainment
Green Book,2018-09-11,Participant Media
Green Book,2018-09-11,DreamWorks Pictures
Green Book,2018-09-11,Innisfree Pictures
Green Book,2018-09-11,Cinetic Media
Green Book,2018-09-11,Alibaba Pictures
The Favourite,2018-08-30,Scarlet Films
The Favourite,2018-08-30,Element Pictures
The Favourite,2018-08-30,Arcana
The Favourite,2018-08-30,Film4
The Favourite,2018-08-30,Waypoint Entertainment
First Reformed,2017-08-31,Killer Films
First Reformed,2017-08-31,Omeira Studio Partners
First Reformed,2017-08-31,Fibonacci Films
First Reformed,2017-08-31,Arclight Films International
First Reformed,2017-08-31,Big Indie Pictures
Roma,2018-08-30,Espectáculos Fílmicos El Coyúl
Roma,2018-08-30,Pimienta Films
Roma,2018-08-30,Participant Media
Roma,2018-08-30,Esperanto-Filmoj
Vice,2018-12-11,Annapurna Pictures
Vice,2018-12-11,Plan B Entertainment
Vice,2018-12-11,Gary Sanchez Productions
BlacKkKlansman,2018-05-14,Blumhouse Productions
BlacKkKlansman,2018-05-14,Monkeypaw Productions
BlacKkKlansman,2018-05-14,QC Entertainment
BlacKkKlansman,2018-05-14,40 Acres and a Mule Filmworks
BlacKkKlansman,2018-05-14,Legendary Entertainment
BlacKkKlansman,2018-05-14,Perfect World Pictures
The Ballad of Buster Scruggs,2018-08-31,Annapurna Pictures
The Ballad of Buster Scruggs,2018-08-31,Mike Zoss Productions
Can You Ever Forgive Me?,2018-09-01,TSG Entertainment
Can You Ever Forgive Me?,2018-09-01,Archer Gray Productions
If Beale Street Could Talk,2018-09-09,Annapurna Pictures
If Beale Street Could Talk,2018-09-09,Plan B Entertainment
If Beale Street Could Talk,2018-09-09,Pastel Productions
A Star Is Born,2018-08-31,Metro-Goldwyn-Mayer Pictures
A Star Is Born,2018-08-31,Live Nation Productions
A Star Is Born,2018-08-31,Gerber Pictures
A Star Is Born,2018-08-31,Peters Entertainment
A Star Is Born,2018-08-31,Joint Effort
Spider-Man: Into the Spider-Verse,2018-12-01,Columbia Pictures
Spider-Man: Into the Spider-Verse,2018-12-01,Marvel Entertainment
Spider-Man: Into the Spider-Verse,2018-12-01,Sony Pictures Animation
Spider-Man: Into the Spider-Verse,2018-12-01,Pascal Pictures
Spider-Man: Into the Spider-Verse,2018-12-01,Arad Productions
Spider-Man: Into the Spider-Verse,2018-12-01,Lord Miller Productions
Incredibles 2,2018-06-05,Pixar Animation Studios
Isle of Dogs,2018-02-15,Indian Paintbrush
Isle of Dogs,2018-02-15,American Empirical Pictures
Isle of Dogs,2018-02-15,Scott Rudin Productions
Isle of Dogs,2018-02-15,Studio Babelsberg
Isle of Dogs,2018-02-15,3 Mills Studios
Mirai,2018-05-16,Studio Chizu
Ralph Breaks the Internet,2018-11-05,Walt Disney Animation Studios
Roma,2018-08-30,Espectáculos Fílmicos El Coyúl
Roma,2018-08-30,Pimienta Films
Roma,2018-08-30,Participant Media
Roma,2018-08-30,Esperanto-Filmoj
Capernaum,2018-05-17,Mooz Films
Cold War,2018-05-10,Opus Film
Cold War,2018-05-10,Polish Film Institute
Cold War,2018-05-10,mk2 Films
Cold War,2018-05-10,Film4
Cold War,2018-05-10,BFI
Cold War,2018-05-10,Protagonist Pictures
Cold War,2018-05-10,Apocalypso Pictures
Cold War,2018-05-10,MK Productions
Never Look Away,2018-09-04,Wiedemann & Berg Film Production
Shoplifters,2018-05-15,"Fuji TV AOI Pro, Inc."
Free Solo,2018-08-31,National Geographic Documentary Films
Free Solo,2018-08-31,Parkes+MacDonald Image Nation
Free Solo,2018-08-31,Little Monster Films
Free Solo,2018-08-31,Itinerant Media
Minding the Gap,2018-01-21,Kartemquin Films
Minding the Gap,2018-01-21,American Documentary/ POV
Minding the Gap,2018-01-21,ITVS
RBG,2018-01-21,Participant Media
RBG,2018-01-21,CNN Films
RBG,2018-01-21,Storyville Films
Period. End of Sentence.,2018-04-05,The PAD Project Action India Girls Learn International The Feminist Majority Foundation Oakwood School Sikhya Entertainment
Black Sheep,2018-05-01,Lightbox Entertainment
End Game,2018-01-21,Telling Pictures
Lifeboat,2018-08-01,Spin Film
Lifeboat,2018-08-01,RYOT Films
A Night at the Garden,2017,Marshall Curry Productions LLC First Look Media
Skin,2018-08-23,New Native Pictures Studio Mao
Detainment,2018-5,Twelve Media
Fauve,2018-01-19,Achromatic Media Midi la Nuit
Marguerite,2017-11-12,DIY Films Les Films de L'Hydre
Mother,2017-03-17,Apache Films Caballo Films Malvalanda
Bao,2018-04-21,Pixar Animation Studios
Animal Behaviour,2018-06-11,National Film Board of Canada
Late Afternoon,2017-07-15,Cartoon Saloon
One Small Step,2018-06-25,Taiko Studios
Weekends,2017-10-18,Past Lives Productions
Black Panther,2018-01-29,Marvel Studios
BlacKkKlansman,2018-05-14,Blumhouse Productions
BlacKkKlansman,2018-05-14,Monkeypaw Productions
BlacKkKlansman,2018-05-14,QC Entertainment
BlacKkKlansman,2018-05-14,40 Acres and a Mule Filmworks
BlacKkKlansman,2018-05-14,Legendary Entertainment
BlacKkKlansman,2018-05-14,Perfect World Pictures
If Beale Street Could Talk,2018-09-09,Annapurna Pictures
If Beale Street Could Talk,2018-09-09,Plan B Entertainment
If Beale Street Could Talk,2018-09-09,Pastel Productions
Isle of Dogs,2018-02-15,Indian Paintbrush
Isle of Dogs,2018-02-15,American Empirical Pictures
Isle of Dogs,2018-02-15,Scott Rudin Productions
Isle of Dogs,2018-02-15,Studio Babelsberg
Isle of Dogs,2018-02-15,3 Mills Studios
Mary Poppins Returns,2018-11-29,Walt Disney Pictures
Mary Poppins Returns,2018-11-29,Lucamar Productions
Mary Poppins Returns,2018-11-29,Marc Platt Productions
A Star Is Born,2018-08-31,Metro-Goldwyn-Mayer Pictures
A Star Is Born,2018-08-31,Live Nation Productions
A Star Is Born,2018-08-31,Gerber Pictures
A Star Is Born,2018-08-31,Peters Entertainment
A Star Is Born,2018-08-31,Joint Effort
Black Panther,2018-01-29,Marvel Studios
RBG,2018-01-21,Participant Media
RBG,2018-01-21,CNN Films
RBG,2018-01-21,Storyville Films
Mary Poppins Returns,2018-11-29,Walt Disney Pictures
